4/1/2020,1000,45
4/2/2020,2241,155
4/3/2020,1406,75
4/4/2020,1376,62
4/5/2020,845,37
4/6/2020,2949,155
4/7/2020,2176,112
4/8/2020,1863,91
4/9/2020,1777,71
4/10/2020,2341,137
